"id","question","sparql","answer_uri","answer_label","frame"
"114","la figlia di Al-Zahir","select  ?o    {    <http://dbpedia.org/resource/Al-Zahir_bi-Amr_Allah> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Al-Mustansir_(Cairo)","Al-Mustansir (califfo abbaside del Cairo)","NPP"
"115","Chi era la figlia di Al-Walid ibn Zaydan?","select  ?o    {    <http://dbpedia.org/resource/Al_Walid_ben_Zidan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mohammed_esh-Sheikh_es-Seghir","Muhammad al-Shaykh al-Saghir","NPP"
"116","Chi è la figlia di Al-Walid ibn Zaydan?","select  ?o    {    <http://dbpedia.org/resource/Al_Walid_ben_Zidan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mohammed_esh-Sheikh_es-Seghir","Muhammad al-Shaykh al-Saghir","NPP"
"117","Quale persona era la figlia di Al-Walid ibn Zaydan?","select  ?o    {    <http://dbpedia.org/resource/Al_Walid_ben_Zidan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mohammed_esh-Sheikh_es-Seghir","Muhammad al-Shaykh al-Saghir","NPP"
"118","Quale persona è la figlia di Al-Walid ibn Zaydan?","select  ?o    {    <http://dbpedia.org/resource/Al_Walid_ben_Zidan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mohammed_esh-Sheikh_es-Seghir","Muhammad al-Shaykh al-Saghir","NPP"
"119","la figlia di Al-Walid ibn Zaydan","select  ?o    {    <http://dbpedia.org/resource/Al_Walid_ben_Zidan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mohammed_esh-Sheikh_es-Seghir","Muhammad al-Shaykh al-Saghir","NPP"
"120","Chi era la figlia di Alano II di Bretagna?","select  ?o    {    <http://dbpedia.org/resource/Alan_II,_Duke_of_Brittany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Hoël_I,_Duke_of_Brittany","Hoel I di Bretagna","NPP"
"121","Chi è la figlia di Alano II di Bretagna?","select  ?o    {    <http://dbpedia.org/resource/Alan_II,_Duke_of_Brittany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Hoël_I,_Duke_of_Brittany","Hoel I di Bretagna","NPP"
"122","Quale persona era la figlia di Alano II di Bretagna?","select  ?o    {    <http://dbpedia.org/resource/Alan_II,_Duke_of_Brittany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Hoël_I,_Duke_of_Brittany","Hoel I di Bretagna","NPP"
"123","Quale persona è la figlia di Alano II di Bretagna?","select  ?o    {    <http://dbpedia.org/resource/Alan_II,_Duke_of_Brittany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Hoël_I,_Duke_of_Brittany","Hoel I di Bretagna","NPP"
"124","la figlia di Alano II di Bretagna","select  ?o    {    <http://dbpedia.org/resource/Alan_II,_Duke_of_Brittany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Hoël_I,_Duke_of_Brittany","Hoel I di Bretagna","NPP"
"125","Chi era la figlia di Albert Salomon von Rothschild?","select  ?o    {    <http://dbpedia.org/resource/Albert_Salomon_Anselm_von_Rothschild> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_Nathaniel_de_Rothschild","Louis Nathaniel von Rothschild","NPP"
"126","Chi è la figlia di Albert Salomon von Rothschild?","select  ?o    {    <http://dbpedia.org/resource/Albert_Salomon_Anselm_von_Rothschild> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_Nathaniel_de_Rothschild","Louis Nathaniel von Rothschild","NPP"
"127","Quale persona era la figlia di Albert Salomon von Rothschild?","select  ?o    {    <http://dbpedia.org/resource/Albert_Salomon_Anselm_von_Rothschild> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_Nathaniel_de_Rothschild","Louis Nathaniel von Rothschild","NPP"
"128","Quale persona è la figlia di Albert Salomon von Rothschild?","select  ?o    {    <http://dbpedia.org/resource/Albert_Salomon_Anselm_von_Rothschild> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_Nathaniel_de_Rothschild","Louis Nathaniel von Rothschild","NPP"
"129","la figlia di Albert Salomon von Rothschild","select  ?o    {    <http://dbpedia.org/resource/Albert_Salomon_Anselm_von_Rothschild> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_Nathaniel_de_Rothschild","Louis Nathaniel von Rothschild","NPP"
"130","Chi era la figlia di Albia Dominica?","select  ?o    {    <http://dbpedia.org/resource/Albia_Dominica> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anastasia","Anastasia","NPP"
"131","Chi è la figlia di Albia Dominica?","select  ?o    {    <http://dbpedia.org/resource/Albia_Dominica> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anastasia","Anastasia","NPP"
"132","Quale persona era la figlia di Albia Dominica?","select  ?o    {    <http://dbpedia.org/resource/Albia_Dominica> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anastasia","Anastasia","NPP"
"133","Quale persona è la figlia di Albia Dominica?","select  ?o    {    <http://dbpedia.org/resource/Albia_Dominica> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anastasia","Anastasia","NPP"
"134","la figlia di Albia Dominica","select  ?o    {    <http://dbpedia.org/resource/Albia_Dominica> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anastasia","Anastasia","NPP"
"135","Chi era la figlia di Alboino?","select  ?o    {    <http://dbpedia.org/resource/Alboin> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Albsuinda","Alpsuinda","NPP"
"136","Chi è la figlia di Alboino?","select  ?o    {    <http://dbpedia.org/resource/Alboin> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Albsuinda","Alpsuinda","NPP"
"137","Quale persona era la figlia di Alboino?","select  ?o    {    <http://dbpedia.org/resource/Alboin> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Albsuinda","Alpsuinda","NPP"
"138","Quale persona è la figlia di Alboino?","select  ?o    {    <http://dbpedia.org/resource/Alboin> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Albsuinda","Alpsuinda","NPP"
"139","la figlia di Alboino","select  ?o    {    <http://dbpedia.org/resource/Alboin> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Albsuinda","Alpsuinda","NPP"
"140","Chi era la figlia di Alceta I re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Neoptolemus_I_of_Epirus","Neottolemo I","NPP"
"141","Chi è la figlia di Alceta I re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Neoptolemus_I_of_Epirus","Neottolemo I","NPP"
"142","Quale persona era la figlia di Alceta I re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Neoptolemus_I_of_Epirus","Neottolemo I","NPP"
"143","Quale persona è la figlia di Alceta I re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Neoptolemus_I_of_Epirus","Neottolemo I","NPP"
"144","la figlia di Alceta I (re dell'Epiro)","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Neoptolemus_I_of_Epirus","Neottolemo I","NPP"
"145","Chi era la figlia di Alceta I di Macedonia?","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Macedon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Amyntas_I_of_Macedon","Aminta I di Macedonia","NPP"
"146","Chi è la figlia di Alceta I di Macedonia?","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Macedon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Amyntas_I_of_Macedon","Aminta I di Macedonia","NPP"
"147","Quale persona era la figlia di Alceta I di Macedonia?","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Macedon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Amyntas_I_of_Macedon","Aminta I di Macedonia","NPP"
"148","Quale persona è la figlia di Alceta I di Macedonia?","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Macedon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Amyntas_I_of_Macedon","Aminta I di Macedonia","NPP"
"149","la figlia di Alceta I di Macedonia","select  ?o    {    <http://dbpedia.org/resource/Alcetas_I_of_Macedon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Amyntas_I_of_Macedon","Aminta I di Macedonia","NPP"
"150","Chi era la figlia di Alessandro figlio di Erode il Grande?","select  ?o    {    <http://dbpedia.org/resource/Alexander,_son_of_Herod> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tigranes_V_of_Armenia","Tigrane V","NPP"
"151","Chi è la figlia di Alessandro figlio di Erode il Grande?","select  ?o    {    <http://dbpedia.org/resource/Alexander,_son_of_Herod> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tigranes_V_of_Armenia","Tigrane V","NPP"
"152","Quale persona era la figlia di Alessandro figlio di Erode il Grande?","select  ?o    {    <http://dbpedia.org/resource/Alexander,_son_of_Herod> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tigranes_V_of_Armenia","Tigrane V","NPP"
"153","Quale persona è la figlia di Alessandro figlio di Erode il Grande?","select  ?o    {    <http://dbpedia.org/resource/Alexander,_son_of_Herod> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tigranes_V_of_Armenia","Tigrane V","NPP"
"154","la figlia di Alessandro (figlio di Erode il Grande)","select  ?o    {    <http://dbpedia.org/resource/Alexander,_son_of_Herod> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tigranes_V_of_Armenia","Tigrane V","NPP"
"155","Chi era la figlia di Alexander Baring VI barone Ashburton?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Baring,_6th_Baron_Ashburton> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_Baring,_7th_Baron_Ashburton","John Baring, VII barone Ashburton","NPP"
"156","Chi è la figlia di Alexander Baring VI barone Ashburton?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Baring,_6th_Baron_Ashburton> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_Baring,_7th_Baron_Ashburton","John Baring, VII barone Ashburton","NPP"
"157","Quale persona era la figlia di Alexander Baring VI barone Ashburton?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Baring,_6th_Baron_Ashburton> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_Baring,_7th_Baron_Ashburton","John Baring, VII barone Ashburton","NPP"
"158","Quale persona è la figlia di Alexander Baring VI barone Ashburton?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Baring,_6th_Baron_Ashburton> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_Baring,_7th_Baron_Ashburton","John Baring, VII barone Ashburton","NPP"
"159","la figlia di Alexander Baring VI barone Ashburton","select  ?o    {    <http://dbpedia.org/resource/Alexander_Baring,_6th_Baron_Ashburton> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_Baring,_7th_Baron_Ashburton","John Baring, VII barone Ashburton","NPP"
"160","Chi era la figlia di Alexander Duff I duca di Fife?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Duff,_1st_Duke_of_Fife> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Maud_Carnegie,_Countess_of_Southesk","Maud Duff","NPP"
"161","Chi è la figlia di Alexander Duff I duca di Fife?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Duff,_1st_Duke_of_Fife> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Maud_Carnegie,_Countess_of_Southesk","Maud Duff","NPP"
"162","Quale persona era la figlia di Alexander Duff I duca di Fife?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Duff,_1st_Duke_of_Fife> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Maud_Carnegie,_Countess_of_Southesk","Maud Duff","NPP"
"163","Quale persona è la figlia di Alexander Duff I duca di Fife?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Duff,_1st_Duke_of_Fife> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Maud_Carnegie,_Countess_of_Southesk","Maud Duff","NPP"
"164","la figlia di Alexander Duff I duca di Fife","select  ?o    {    <http://dbpedia.org/resource/Alexander_Duff,_1st_Duke_of_Fife> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Maud_Carnegie,_Countess_of_Southesk","Maud Duff","NPP"
"165","Chi era la figlia di Alexander Haig?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Haig> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Brian_Haig","Brian Haig","NPP"
"166","Chi è la figlia di Alexander Haig?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Haig> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Brian_Haig","Brian Haig","NPP"
"167","Quale persona era la figlia di Alexander Haig?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Haig> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Brian_Haig","Brian Haig","NPP"
"168","Quale persona è la figlia di Alexander Haig?","select  ?o    {    <http://dbpedia.org/resource/Alexander_Haig> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Brian_Haig","Brian Haig","NPP"
"169","la figlia di Alexander Haig","select  ?o    {    <http://dbpedia.org/resource/Alexander_Haig> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Brian_Haig","Brian Haig","NPP"
"170","Chi era la figlia di Alessandro III di Scozia?","select  ?o    {    <http://dbpedia.org/resource/Alexander_III_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Margaret_of_Scotland,_Queen_of_Norway","Margherita di Scozia (1260-1283)","NPP"
"171","Chi è la figlia di Alessandro III di Scozia?","select  ?o    {    <http://dbpedia.org/resource/Alexander_III_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Margaret_of_Scotland,_Queen_of_Norway","Margherita di Scozia (1260-1283)","NPP"
"172","Quale persona era la figlia di Alessandro III di Scozia?","select  ?o    {    <http://dbpedia.org/resource/Alexander_III_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Margaret_of_Scotland,_Queen_of_Norway","Margherita di Scozia (1260-1283)","NPP"
"173","Quale persona è la figlia di Alessandro III di Scozia?","select  ?o    {    <http://dbpedia.org/resource/Alexander_III_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Margaret_of_Scotland,_Queen_of_Norway","Margherita di Scozia (1260-1283)","NPP"
"174","la figlia di Alessandro III di Scozia","select  ?o    {    <http://dbpedia.org/resource/Alexander_III_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Margaret_of_Scotland,_Queen_of_Norway","Margherita di Scozia (1260-1283)","NPP"
"175","Chi era la figlia di Alessandro II re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Pyrrhus_II_of_Epirus","Pirro II","NPP"
"176","Chi è la figlia di Alessandro II re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Pyrrhus_II_of_Epirus","Pirro II","NPP"
"177","Quale persona era la figlia di Alessandro II re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Pyrrhus_II_of_Epirus","Pirro II","NPP"
"178","Quale persona è la figlia di Alessandro II re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Pyrrhus_II_of_Epirus","Pirro II","NPP"
"179","la figlia di Alessandro II (re dell'Epiro)","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Pyrrhus_II_of_Epirus","Pirro II","NPP"
"180","Chi era la figlia di Alessandro II di Scozia?","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Alexander_III_of_Scotland","Alessandro III di Scozia","NPP"
"181","Chi è la figlia di Alessandro II di Scozia?","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Alexander_III_of_Scotland","Alessandro III di Scozia","NPP"
"182","Quale persona era la figlia di Alessandro II di Scozia?","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Alexander_III_of_Scotland","Alessandro III di Scozia","NPP"
"183","Quale persona è la figlia di Alessandro II di Scozia?","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Alexander_III_of_Scotland","Alessandro III di Scozia","NPP"
"184","la figlia di Alessandro II di Scozia","select  ?o    {    <http://dbpedia.org/resource/Alexander_II_of_Scotland> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Alexander_III_of_Scotland","Alessandro III di Scozia","NPP"
"185","Chi era la figlia di Alessandro I re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alexander_I_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Neoptolemus_II_of_Epirus","Neottolemo II","NPP"
"186","Chi è la figlia di Alessandro I re dell'Epiro?","select  ?o    {    <http://dbpedia.org/resource/Alexander_I_of_Epirus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Neoptolemus_II_of_Epirus","Neottolemo II","NPP"
