id,question,sparql,answer,answer,frame
191193,il compositore di In the Soup (Un mare di guai),select  ?o    {    <http://dbpedia.org/resource/In_the_Soup> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191194,il compositore di Distruggete Los Angeles!,select  ?o    {    <http://dbpedia.org/resource/Scorcher_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Bill_Brown_(composer),,NPP
191195,il compositore di Bride of the Wind,select  ?o    {    <http://dbpedia.org/resource/Bride_of_the_Wind> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191196,il compositore di Drôle d'endroit pour une rencontre,select  ?o    {    <http://dbpedia.org/resource/A_Strange_Place_to_Meet> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Nicola_Piovani,Nicola Piovani,NPP
191197,il compositore di Over the Rainbow (film),select  ?o    {    <http://dbpedia.org/resource/Over_the_Rainbow_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191198,il compositore di Una vita spezzata (film 2008),select  ?o    {    <http://dbpedia.org/resource/A_Broken_Life> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/The_Free_Design,,NPP
191199,il compositore di Bang bang sei morto,select  ?o    {    <http://dbpedia.org/resource/Bang_Bang_You're_Dead_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Reinhold_Heil,,NPP
191200,il compositore di Uomini alla ventura,select  ?o    {    <http://dbpedia.org/resource/What_Price_Glory_(1952_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Alfred_Newman_(composer),Alfred Newman,NPP
191201,il compositore di Bobo vita da cani,select  ?o    {    <http://dbpedia.org/resource/Walk_Like_a_Man_(1987_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Lee_Holdridge,,NPP
191202,il compositore di Uragano (film 2007),select  ?o    {    <http://dbpedia.org/resource/Flood_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Debbie_Wiseman,,NPP
191203,il compositore di Wanted (film 2009),select  ?o    {    <http://dbpedia.org/resource/Wanted_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Salim–Sulaiman,,NPP
191204,il compositore di La principessa Sissi,select  ?o    {    <http://dbpedia.org/resource/Sissi_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Anton_Profes,,NPP
191205,il compositore di Hi-Lo Country,select  ?o    {    <http://dbpedia.org/resource/The_Hi-Lo_Country> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Carter_Burwell,Carter Burwell,NPP
191206,il compositore di Il re dei pellirosse,select  ?o    {    <http://dbpedia.org/resource/The_Last_of_the_Mohicans_(1936_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Roy_Webb,Roy Webb,NPP
191207,il compositore di Oltre i binari,select  ?o    {    <http://dbpedia.org/resource/The_Other_Side_of_the_Tracks> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191208,il compositore di Paese selvaggio (film 1981),select  ?o    {    <http://dbpedia.org/resource/Hard_Country_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Jimmie_Haskell,,NPP
191209,il compositore di America 3000 - Il pianeta delle amazzoni,select  ?o    {    <http://dbpedia.org/resource/America_3000> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Tony_Berg,,NPP
191210,il compositore di La duchessa,select  ?o    {    <http://dbpedia.org/resource/The_Duchess_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Rachel_Portman,Rachel Portman,NPP
191211,il compositore di Lo strizzacervelli,select  ?o    {    <http://dbpedia.org/resource/The_Couch_Trip> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Michel_Colombier,Michel Colombier,NPP
191212,il compositore di Il segno della libellula - Dragonfly,select  ?o    {    <http://dbpedia.org/resource/Dragonfly_(2002_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/John_Debney,John Debney,NPP
191213,il compositore di The Fugitive (film 1910),select  ?o    {    <http://dbpedia.org/resource/The_Fugitive_(1910_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191214,il compositore di New York: ore tre - L'ora dei vigliacchi,select  ?o    {    <http://dbpedia.org/resource/The_Incident_(1967_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Charles_Fox_(composer),,NPP
191215,il compositore di Fra le tue braccia,select  ?o    {    <http://dbpedia.org/resource/Cluny_Brown> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Cyril_J._Mockridge,Cyril J. Mockridge,NPP
191216,il compositore di Flic Story,select  ?o    {    <http://dbpedia.org/resource/Flic_Story> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Claude_Bolling,Claude Bolling,NPP
191217,il compositore di Noce blanche,select  ?o    {    <http://dbpedia.org/resource/Noce_Blanche> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191218,il compositore di The Enchanted Drawing,select  ?o    {    <http://dbpedia.org/resource/The_Enchanted_Drawing> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191219,il compositore di The Gamers: Dorkness Rising,select  ?o    {    <http://dbpedia.org/resource/The_Gamers:_Dorkness_Rising> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191220,il compositore di Segreti di famiglia (film 2009),select  ?o    {    <http://dbpedia.org/resource/Tetro> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Osvaldo_Golijov,Osvaldo Golijov,NPP
191221,il compositore di Giubbe rosse (film 1940),select  ?o    {    <http://dbpedia.org/resource/North_West_Mounted_Police_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Victor_Young,Victor Young,NPP
191222,il compositore di Un seduttore in incognito,select  ?o    {    <http://dbpedia.org/resource/Boy_Culture> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191223,il compositore di Il bacio dell'orso,select  ?o    {    <http://dbpedia.org/resource/Bear's_Kiss> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Giya_Kancheli,Giya Kancheli,NPP
191224,il compositore di Butterfly Kiss - Il bacio della farfalla,select  ?o    {    <http://dbpedia.org/resource/Butterfly_Kiss> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/John_Harle,John Harle,NPP
191225,il compositore di Darkman II - Il ritorno di Durant,select  ?o    {    <http://dbpedia.org/resource/Darkman_II:_The_Return_of_Durant> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Randy_Miller_(composer),,NPP
191226,il compositore di La morte arriva con la valigia bianca,select  ?o    {    <http://dbpedia.org/resource/Hickey_&_Boggs> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191227,il compositore di Isn't Life Wonderful,select  ?o    {    <http://dbpedia.org/resource/Isn't_Life_Wonderful> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191228,il compositore di 20.000 anni a Sing Sing,"select  ?o    {    <http://dbpedia.org/resource/20,000_Years_in_Sing_Sing> <http://dbpedia.org/ontology/musicComposer>  ?o    }",http://dbpedia.org/resource/Bernhard_Kaun,,NPP
191229,il compositore di Ben 10 - Corsa contro il tempo,select  ?o    {    <http://dbpedia.org/resource/Ben_10:_Race_Against_Time> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Andy_Sturmer,,NPP
191230,il compositore di Destino in agguato,select  ?o    {    <http://dbpedia.org/resource/Fate_Is_the_Hunter_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Jerry_Goldsmith,Jerry Goldsmith,NPP
191231,il compositore di Fantozzi (film),select  ?o    {    <http://dbpedia.org/resource/Fantozzi_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Fabio_Frizzi,Fabio Frizzi,NPP
191232,il compositore di Il secondo tragico Fantozzi,select  ?o    {    <http://dbpedia.org/resource/Il_secondo_tragico_Fantozzi> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Fabio_Frizzi,Fabio Frizzi,NPP
191233,il compositore di Begone Dull Care,select  ?o    {    <http://dbpedia.org/resource/Begone_Dull_Care> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Oscar_Peterson,Oscar Peterson,NPP
191234,il compositore di From Within,select  ?o    {    <http://dbpedia.org/resource/From_Within_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Oliver_Kraus,,NPP
191235,il compositore di Alterazione genetica II,select  ?o    {    <http://dbpedia.org/resource/Watchers_II> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191236,il compositore di Watchers III,select  ?o    {    <http://dbpedia.org/resource/Watchers_3> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191237,il compositore di Watchers Reborn,select  ?o    {    <http://dbpedia.org/resource/Watchers_Reborn> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191238,il compositore di Xtro 3: Watch the Skies,select  ?o    {    <http://dbpedia.org/resource/Xtro_3:_Watch_the_Skies> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Harry_Bromley_Davenport,,NPP
191239,il compositore di El pisito,select  ?o    {    <http://dbpedia.org/resource/El_Pisito> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Federico_Contreras,,NPP
191240,il compositore di Alfredo il Grande (film),select  ?o    {    <http://dbpedia.org/resource/Alfred_the_Great_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Raymond_Leppard,Raymond Leppard,NPP
191241,il compositore di L'avventuriera di Tangeri,select  ?o    {    <http://dbpedia.org/resource/My_Favorite_Spy> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Victor_Young,Victor Young,NPP
191242,il compositore di Il prato di Bežin,select  ?o    {    <http://dbpedia.org/resource/Bezhin_Meadow> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Gavriil_Popov_(composer),,NPP
191243,il compositore di Superfantozzi,select  ?o    {    <http://dbpedia.org/resource/Superfantozzi> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Fred_Bongusto,Fred Bongusto,NPP
191244,il compositore di Il giorno in cui il mondo finì,select  ?o    {    <http://dbpedia.org/resource/The_Day_the_World_Ended> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191245,il compositore di Un priore per Scotland Yard,select  ?o    {    <http://dbpedia.org/resource/Crooks_in_Cloisters> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Don_Banks,,NPP
191246,il compositore di Futurama - La bestia con un miliardo di schiene,select  ?o    {    <http://dbpedia.org/resource/Futurama:_The_Beast_with_a_Billion_Backs> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Christopher_Tyng,Christopher Tyng,NPP
191247,il compositore di Futurama - Nell'immenso verde profondo,select  ?o    {    <http://dbpedia.org/resource/Futurama:_Into_the_Wild_Green_Yonder> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Christopher_Tyng,Christopher Tyng,NPP
191248,il compositore di Futurama - Il gioco di Bender,select  ?o    {    <http://dbpedia.org/resource/Futurama:_Bender's_Game> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Christopher_Tyng,Christopher Tyng,NPP
191249,il compositore di It Grows on Trees,select  ?o    {    <http://dbpedia.org/resource/It_Grows_on_Trees> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Frank_Skinner_(composer),Frank Skinner,NPP
191250,il compositore di The Rum Diary - Cronache di una passione,select  ?o    {    <http://dbpedia.org/resource/The_Rum_Diary_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Christopher_Young,Christopher Young,NPP
191251,il compositore di L'accompagnatrice (film),select  ?o    {    <http://dbpedia.org/resource/The_Accompanist> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Alain_Jomy,,NPP
191252,il compositore di Geunyeoreul moreumyeon gancheop,select  ?o    {    <http://dbpedia.org/resource/Spy_Girl> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191253,il compositore di L'urlo della battaglia,select  ?o    {    <http://dbpedia.org/resource/Merrill's_Marauders_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Franz_Waxman,Franz Waxman,NPP
191254,il compositore di Il mondo perduto (film 1992),select  ?o    {    <http://dbpedia.org/resource/The_Lost_World_(1992_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191255,il compositore di Spasimo,select  ?o    {    <http://dbpedia.org/resource/Torment_(1944_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Hilding_Rosenberg,,NPP
191256,il compositore di El cochecito - La vetturetta,select  ?o    {    <http://dbpedia.org/resource/El_Cochecito> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Miguel_Asins_Arbó,,NPP
191257,il compositore di L'assassinio di Trotsky,select  ?o    {    <http://dbpedia.org/resource/The_Assassination_of_Trotsky> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Egisto_Macchi,Egisto Macchi,NPP
191258,il compositore di Atraco a las tres,select  ?o    {    <http://dbpedia.org/resource/Atraco_a_las_tres> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Adolfo_Waitzman,,NPP
191259,il compositore di Norman astuto poliziotto,select  ?o    {    <http://dbpedia.org/resource/On_the_Beat_(1962_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Philip_Green_(composer),,NPP
191260,il compositore di Anna e i lupi,select  ?o    {    <http://dbpedia.org/resource/Ana_and_the_Wolves> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191261,il compositore di Mamà compie 100 anni,select  ?o    {    <http://dbpedia.org/resource/Mama_Turns_100> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Luis_de_Pablo,Luis de Pablo,NPP
191262,il compositore di Corte marziale - Death Sentence,select  ?o    {    <http://dbpedia.org/resource/Assault_at_West_Point:_The_Court-Martial_of_Johnson_Whittaker> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191263,il compositore di Taking Off,select  ?o    {    <http://dbpedia.org/resource/Taking_Off_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191264,il compositore di Mi querida señorita,select  ?o    {    <http://dbpedia.org/resource/My_Dearest_Senorita> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191265,il compositore di Il nido (film),select  ?o    {    <http://dbpedia.org/resource/The_Nest_(1980_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191266,il compositore di Fuggiamo insieme,select  ?o    {    <http://dbpedia.org/resource/Once_Upon_a_Honeymoon> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Robert_E._Dolan,,NPP
191267,il compositore di Il piacere (film 1952),select  ?o    {    <http://dbpedia.org/resource/Le_Plaisir> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
191268,il compositore di Re in esilio,select  ?o    {    <http://dbpedia.org/resource/The_Exile_(1947_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Frank_Skinner_(composer),Frank Skinner,NPP
